ticket_number,subject,description,department,category,priority,ward,is_spam,submit_count,created_at,resolution_hours,sla_breached,status
CMP-373684,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 2,0,2,2026-05-22T00:04:40.499022,68.74,0,resolved
CMP-887798,No garbage collection,The municipal waste collection truck has skipped our sector for the last four days.,sanitation,sanitation,low,Ward 7,0,1,2026-06-03T08:22:40.499022,30.68,0,in_progress
CMP-988628,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 8 school.,electricity,electricity,medium,Ward 8,0,1,2026-05-25T11:13:40.499022,4.45,0,resolved
CMP-892844,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 8.,water,water,medium,Ward 8,0,2,2026-04-26T17:26:40.499022,19.16,0,resolved
CMP-222152,Test,"Online casino! Sign up now and get 100 free spins. Play roulette, blackjack, win real cash!",general,spam,low,Ward 6,1,28,2026-06-02T13:52:40.499022,0.0,0,rejected
CMP-754327,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 7, attacking passersby.",general,general,low,Ward 7,0,1,2026-04-17T09:08:40.499022,108.74,0,resolved
CMP-907322,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 2 hospital.,general,general,low,Ward 2,0,1,2026-05-20T05:32:40.499022,90.36,0,resolved
CMP-112353,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 6 hospital.,general,general,low,Ward 6,0,2,2026-05-27T18:15:40.499022,59.13,0,resolved
CMP-867253,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 10, attacking passersby.",general,general,low,Ward 10,0,1,2026-04-29T14:10:40.499022,48.22,0,resolved
CMP-800902,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 5,0,2,2026-04-13T02:15:40.499022,43.39,0,resolved
CMP-783218,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 7,0,2,2026-05-19T11:44:40.499022,67.26,0,resolved
CMP-874330,Test,Earn $5000 a day working from home! Click here: www.fakeurl.com/money,general,spam,low,Ward 6,1,15,2026-04-29T20:31:40.499022,0.0,0,rejected
CMP-722438,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 2,0,1,2026-04-23T09:45:40.499022,66.62,0,resolved
CMP-433080,Public toilet unhygienic,The public toilet near Ward 4 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 4,0,1,2026-04-30T20:05:40.499022,77.29,0,resolved
CMP-672613,Road flooding,"Every time it rains, the street gets flooded with knee-deep water because the roadside storm drains are blocked.",roads,roads,low,Ward 5,0,2,2026-05-31T16:29:40.499022,145.31,1,resolved
CMP-746225,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 1 park. It is smelling terrible.,sanitation,sanitation,low,Ward 1,0,1,2026-05-02T19:35:40.499022,74.19,0,rejected
CMP-711783,No water supply,We have not received any drinking water supply for the last 3 days in Ward 1. Please look into this urgently.,water,water,low,Ward 1,0,2,2026-04-17T20:39:40.499022,21.74,0,resolved
CMP-579421,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 2, attacking passersby.",general,general,low,Ward 2,0,1,2026-05-14T11:21:40.499022,124.08,1,resolved
CMP-285171,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 5 school.,electricity,electricity,medium,Ward 5,0,1,2026-05-27T11:47:40.499022,12.31,0,resolved
CMP-518775,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 8,0,1,2026-04-17T19:31:40.499022,56.75,0,resolved
CMP-398964,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 6 school.,electricity,electricity,medium,Ward 6,0,2,2026-05-19T13:36:40.499022,6.76,0,resolved
CMP-675532,Test,"Online casino! Sign up now and get 100 free spins. Play roulette, blackjack, win real cash!",general,spam,low,Ward 3,1,15,2026-05-15T15:55:40.499022,0.0,0,rejected
CMP-557847,Potholes on road,Huge potholes have formed on the main road in Ward 4. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 4,0,1,2026-04-13T17:48:40.499022,79.11,0,resolved
CMP-873758,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 6,0,1,2026-04-30T03:06:40.499022,21.03,0,resolved
CMP-444732,Power outage,Unscheduled power cuts for the past 8 hours in Ward 10. Electronic items are getting damaged.,electricity,electricity,low,Ward 10,0,2,2026-05-16T02:06:40.499022,13.96,0,resolved
CMP-662198,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 6,0,1,2026-05-28T00:56:40.499022,83.16,0,resolved
CMP-605388,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 8,0,1,2026-05-30T15:06:40.499022,109.98,0,resolved
CMP-697776,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 9 hospital.,general,general,low,Ward 9,0,2,2026-05-28T09:48:40.499022,55.95,0,resolved
CMP-111650,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 9,0,1,2026-05-04T06:32:40.499022,48.99,0,rejected
CMP-385374,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 2 hospital.,general,general,low,Ward 2,0,2,2026-04-12T00:56:40.499022,61.24,0,resolved
CMP-477728,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 1,0,2,2026-04-22T20:06:40.499022,24.06,0,resolved
CMP-881090,Potholes on road,Huge potholes have formed on the main road in Ward 1. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 1,0,2,2026-05-30T17:44:40.499022,175.92,1,resolved
CMP-125593,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 2,0,2,2026-05-17T00:24:40.499022,90.74,0,resolved
CMP-399574,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 8, attacking passersby.",general,general,low,Ward 8,0,2,2026-05-22T10:57:40.499022,42.05,0,resolved
CMP-729266,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 1,0,1,2026-04-27T18:21:40.499022,32.33,0,resolved
CMP-760880,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 3,0,1,2026-05-05T19:32:40.499022,34.62,0,resolved
CMP-289373,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 8,0,2,2026-04-16T08:10:40.499022,39.85,0,resolved
CMP-703508,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 6,0,1,2026-04-08T08:32:40.499022,55.56,0,resolved
CMP-127397,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 4, attacking passersby.",general,general,low,Ward 4,0,1,2026-04-29T09:36:40.499022,123.27,1,rejected
CMP-854597,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 2,0,2,2026-05-17T01:21:40.499022,75.7,0,resolved
CMP-645955,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 10,0,2,2026-04-30T06:18:40.499022,24.03,0,resolved
CMP-868502,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 5,0,2,2026-04-16T22:38:40.499022,89.39,0,resolved
CMP-166491,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 9,0,1,2026-05-11T04:12:40.499022,84.29,0,resolved
CMP-524528,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 3,0,2,2026-04-28T13:20:40.499022,79.29,1,resolved
CMP-251244,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 10. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 10,0,2,2026-05-06T09:02:40.499022,3.15,0,resolved
CMP-199562,Dead animal removal,A dead stray dog is lying on the side of the road near Ward 10 park. It is smelling terrible.,sanitation,sanitation,low,Ward 10,0,1,2026-05-29T23:54:40.499022,64.82,0,resolved
CMP-824506,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 7,0,2,2026-05-01T19:39:40.499022,20.26,0,resolved
CMP-573731,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 1,0,1,2026-05-24T22:28:40.499022,38.9,0,resolved
CMP-110793,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 9. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 9,0,2,2026-04-13T16:45:40.499022,3.11,0,resolved
CMP-352307,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 6,0,2,2026-05-24T12:39:40.499022,9.39,0,resolved
CMP-962867,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 9,0,1,2026-05-05T06:50:40.499022,26.18,0,resolved
CMP-426374,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 5,0,1,2026-05-23T13:35:40.499022,162.42,1,resolved
CMP-345328,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 7,0,2,2026-04-13T21:54:40.499022,22.29,0,resolved
CMP-502980,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 1,0,2,2026-05-22T04:12:40.499022,9.52,0,resolved
CMP-478988,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 7, attacking passersby.",general,general,low,Ward 7,0,1,2026-04-30T19:00:40.499022,48.37,0,resolved
CMP-273123,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 10,0,2,2026-05-01T10:51:40.499022,27.66,0,resolved
CMP-930853,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 5,0,1,2026-04-10T00:22:40.499022,84.27,0,resolved
CMP-873560,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 9,0,1,2026-05-22T03:20:40.499022,82.07,0,resolved
CMP-369515,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 3,0,2,2026-05-31T11:19:40.499022,60.07,0,resolved
CMP-719050,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 5,0,2,2026-05-25T10:29:40.499022,36.8,0,resolved
CMP-296323,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 6.,general,general,low,Ward 6,0,2,2026-05-23T03:34:40.499022,87.61,0,resolved
CMP-175328,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 2,0,1,2026-04-24T03:41:40.499022,51.98,0,rejected
CMP-581825,Test,Earn $5000 a day working from home! Click here: www.fakeurl.com/money,general,spam,low,Ward 4,1,8,2026-04-16T16:30:40.499022,0.0,0,rejected
CMP-151942,No water supply,We have not received any drinking water supply for the last 3 days in Ward 5. Please look into this urgently.,water,water,low,Ward 5,0,2,2026-04-09T07:31:40.499022,29.64,0,resolved
CMP-166148,Promotional Alert,"Test complaint, please ignore this. Just testing the kiosk text input box 12345.",general,spam,low,Ward 8,1,10,2026-05-13T13:23:40.499022,0.0,0,rejected
CMP-583239,Promotional Alert,Earn $5000 a day working from home! Click here: www.fakeurl.com/money,general,spam,low,Ward 2,1,9,2026-06-02T09:04:40.499022,0.0,0,rejected
CMP-600347,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 8.,general,general,low,Ward 8,0,2,2026-05-16T06:35:40.499022,122.82,1,resolved
CMP-916807,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 9,0,2,2026-04-25T17:30:40.499022,56.47,0,rejected
CMP-120311,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 7 hospital.,general,general,low,Ward 7,0,1,2026-05-21T07:12:40.499022,42.53,0,resolved
CMP-105024,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 5.,general,general,low,Ward 5,0,1,2026-04-11T05:47:40.499022,56.01,0,resolved
